WeekID,Year,Week Position,Song,Performer,Performer Group
10/14/00,2000,33,Independent Women Part I,Destiny's Child,Destiny's Child
10/7/00,2000,49,Independent Women Part I,Destiny's Child,Destiny's Child
10/7/00,2000,4,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
9/30/00,2000,63,Independent Women Part I,Destiny's Child,Destiny's Child
9/30/00,2000,4,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
9/23/00,2000,78,Independent Women Part I,Destiny's Child,Destiny's Child
9/23/00,2000,3,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
9/16/00,2000,3,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
9/9/00,2000,3,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
9/2/00,2000,3,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
8/26/00,2000,4,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
8/19/00,2000,3,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
8/12/00,2000,4,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
8/5/00,2000,6,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
7/29/00,2000,47,Say My Name,Destiny's Child,Destiny's Child
7/29/00,2000,8,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
7/22/00,2000,43,Say My Name,Destiny's Child,Destiny's Child
7/22/00,2000,13,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
7/15/00,2000,37,Say My Name,Destiny's Child,Destiny's Child
7/15/00,2000,18,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
7/8/00,2000,34,Say My Name,Destiny's Child,Destiny's Child
7/8/00,2000,22,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
7/1/00,2000,23,Say My Name,Destiny's Child,Destiny's Child
7/1/00,2000,37,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
6/24/00,2000,23,Say My Name,Destiny's Child,Destiny's Child
6/24/00,2000,40,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
6/17/00,2000,18,Say My Name,Destiny's Child,Destiny's Child
6/17/00,2000,50,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
6/10/00,2000,14,Say My Name,Destiny's Child,Destiny's Child
6/10/00,2000,57,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
6/3/00,2000,13,Say My Name,Destiny's Child,Destiny's Child
6/3/00,2000,62,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
5/27/00,2000,10,Say My Name,Destiny's Child,Destiny's Child
5/27/00,2000,65,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
5/20/00,2000,7,Say My Name,Destiny's Child,Destiny's Child
5/20/00,2000,71,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
5/13/00,2000,74,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
5/13/00,2000,5,Say My Name,Destiny's Child,Destiny's Child
5/6/00,2000,5,Say My Name,Destiny's Child,Destiny's Child
4/29/00,2000,5,Say My Name,Destiny's Child,Destiny's Child
4/22/00,2000,3,Say My Name,Destiny's Child,Destiny's Child
4/15/00,2000,2,Say My Name,Destiny's Child,Destiny's Child
4/8/00,2000,2,Say My Name,Destiny's Child,Destiny's Child
4/1/00,2000,1,Say My Name,Destiny's Child,Destiny's Child
3/25/00,2000,1,Say My Name,Destiny's Child,Destiny's Child
3/18/00,2000,1,Say My Name,Destiny's Child,Destiny's Child
3/11/00,2000,14,Say My Name,Destiny's Child,Destiny's Child
3/4/00,2000,17,Say My Name,Destiny's Child,Destiny's Child
2/26/00,2000,18,Say My Name,Destiny's Child,Destiny's Child
2/19/00,2000,16,Say My Name,Destiny's Child,Destiny's Child
2/12/00,2000,16,Say My Name,Destiny's Child,Destiny's Child
2/5/00,2000,96,Bug A Boo,Destiny's Child,Destiny's Child
2/5/00,2000,16,Say My Name,Destiny's Child,Destiny's Child
1/29/00,2000,96,Bug A Boo,Destiny's Child,Destiny's Child
1/29/00,2000,13,Say My Name,Destiny's Child,Destiny's Child
1/22/00,2000,16,Say My Name,Destiny's Child,Destiny's Child
1/22/00,2000,88,Bug A Boo,Destiny's Child,Destiny's Child
1/15/00,2000,86,Bug A Boo,Destiny's Child,Destiny's Child
1/15/00,2000,38,Say My Name,Destiny's Child,Destiny's Child
1/8/00,2000,88,Bug A Boo,Destiny's Child,Destiny's Child
1/8/00,2000,44,Say My Name,Destiny's Child,Destiny's Child
1/1/00,2000,73,Bug A Boo,Destiny's Child,Destiny's Child
1/1/00,2000,56,Say My Name,Destiny's Child,Destiny's Child
12/25/99,1999,83,Say My Name,Destiny's Child,Destiny's Child
12/25/99,1999,72,Bug A Boo,Destiny's Child,Destiny's Child
12/18/99,1999,71,Bug A Boo,Destiny's Child,Destiny's Child
12/11/99,1999,65,Bug A Boo,Destiny's Child,Destiny's Child
12/4/99,1999,56,Bug A Boo,Destiny's Child,Destiny's Child
11/27/99,1999,39,Bug A Boo,Destiny's Child,Destiny's Child
11/20/99,1999,38,Bug A Boo,Destiny's Child,Destiny's Child
11/13/99,1999,33,Bug A Boo,Destiny's Child,Destiny's Child
11/6/99,1999,38,Bug A Boo,Destiny's Child,Destiny's Child
10/30/99,1999,61,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
10/30/99,1999,38,Bug A Boo,Destiny's Child,Destiny's Child
10/23/99,1999,39,Bug A Boo,Destiny's Child,Destiny's Child
10/23/99,1999,44,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
10/16/99,1999,35,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
10/16/99,1999,40,Bug A Boo,Destiny's Child,Destiny's Child
10/9/99,1999,27,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
10/9/99,1999,46,Bug A Boo,Destiny's Child,Destiny's Child
10/2/99,1999,23,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
10/2/99,1999,67,Bug A Boo,Destiny's Child,Destiny's Child
9/25/99,1999,87,Bug A Boo,Destiny's Child,Destiny's Child
9/25/99,1999,17,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
9/18/99,1999,12,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
9/11/99,1999,9,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
9/4/99,1999,6,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
8/28/99,1999,4,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
8/21/99,1999,2,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
8/14/99,1999,3,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
8/7/99,1999,2,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
7/31/99,1999,3,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
7/24/99,1999,2,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
7/17/99,1999,1,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
7/10/99,1999,2,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
7/3/99,1999,11,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
6/26/99,1999,52,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
6/19/99,1999,84,"Bills, Bills, Bills",Destiny's Child,Destiny's Child
7/25/98,1998,47,"No, No, No",Destiny's Child,Destiny's Child
7/18/98,1998,40,"No, No, No",Destiny's Child,Destiny's Child
7/11/98,1998,33,"No, No, No",Destiny's Child,Destiny's Child
7/4/98,1998,31,"No, No, No",Destiny's Child,Destiny's Child
6/27/98,1998,28,"No, No, No",Destiny's Child,Destiny's Child
6/20/98,1998,25,"No, No, No",Destiny's Child,Destiny's Child
6/13/98,1998,21,"No, No, No",Destiny's Child,Destiny's Child
6/6/98,1998,19,"No, No, No",Destiny's Child,Destiny's Child
5/30/98,1998,21,"No, No, No",Destiny's Child,Destiny's Child
5/23/98,1998,16,"No, No, No",Destiny's Child,Destiny's Child
5/16/98,1998,18,"No, No, No",Destiny's Child,Destiny's Child
5/9/98,1998,16,"No, No, No",Destiny's Child,Destiny's Child
5/2/98,1998,15,"No, No, No",Destiny's Child,Destiny's Child
4/25/98,1998,15,"No, No, No",Destiny's Child,Destiny's Child
4/18/98,1998,12,"No, No, No",Destiny's Child,Destiny's Child
4/11/98,1998,12,"No, No, No",Destiny's Child,Destiny's Child
4/4/98,1998,5,"No, No, No",Destiny's Child,Destiny's Child
3/28/98,1998,3,"No, No, No",Destiny's Child,Destiny's Child
3/21/98,1998,4,"No, No, No",Destiny's Child,Destiny's Child
3/14/98,1998,4,"No, No, No",Destiny's Child,Destiny's Child
3/7/98,1998,6,"No, No, No",Destiny's Child,Destiny's Child
2/28/98,1998,9,"No, No, No",Destiny's Child,Destiny's Child
2/21/98,1998,8,"No, No, No",Destiny's Child,Destiny's Child
2/14/98,1998,8,"No, No, No",Destiny's Child,Destiny's Child
2/7/98,1998,16,"No, No, No",Destiny's Child,Destiny's Child
1/31/98,1998,17,"No, No, No",Destiny's Child,Destiny's Child
1/24/98,1998,20,"No, No, No",Destiny's Child,Destiny's Child
1/17/98,1998,21,"No, No, No",Destiny's Child,Destiny's Child
1/10/98,1998,25,"No, No, No",Destiny's Child,Destiny's Child
1/3/98,1998,30,"No, No, No",Destiny's Child,Destiny's Child
12/27/97,1997,35,"No, No, No",Destiny's Child,Destiny's Child
12/20/97,1997,40,"No, No, No",Destiny's Child,Destiny's Child
12/13/97,1997,52,"No, No, No",Destiny's Child,Destiny's Child
12/6/97,1997,55,"No, No, No",Destiny's Child,Destiny's Child
11/29/97,1997,64,"No, No, No",Destiny's Child,Destiny's Child
4/16/05,2005,36,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
4/9/05,2005,32,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
4/2/05,2005,25,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
3/26/05,2005,18,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
3/19/05,2005,13,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
3/12/05,2005,12,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
3/5/05,2005,11,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
2/26/05,2005,8,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
2/19/05,2005,7,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
2/12/05,2005,3,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
2/5/05,2005,4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
1/29/05,2005,4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
1/22/05,2005,5,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
1/15/05,2005,5,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
1/8/05,2005,5,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
1/1/05,2005,4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
12/25/04,2004,7,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
12/18/04,2004,10,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
12/11/04,2004,14,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
12/4/04,2004,20,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
11/27/04,2004,41,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,Destiny's Child and Friends
7/15/17,2017,98,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
5/27/17,2017,85,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
5/20/17,2017,63,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
5/13/17,2017,57,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
5/6/17,2017,70,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
4/29/17,2017,59,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
4/22/17,2017,64,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
4/15/17,2017,64,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
4/8/17,2017,86,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
4/1/17,2017,67,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
3/25/17,2017,62,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
3/18/17,2017,61,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
3/11/17,2017,57,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
3/4/17,2017,62,Shining,DJ Khaled Featuring Beyonce & JAY-Z,Bey & Jay
11/5/16,2016,96,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
10/29/16,2016,98,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
10/22/16,2016,90,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
10/15/16,2016,81,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
10/8/16,2016,73,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
10/1/16,2016,59,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
9/24/16,2016,55,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
9/17/16,2016,52,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
9/10/16,2016,52,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
9/3/16,2016,44,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
8/27/16,2016,36,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
8/20/16,2016,30,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
8/13/16,2016,31,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
8/6/16,2016,30,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
7/30/16,2016,34,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
7/23/16,2016,56,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
7/16/16,2016,56,I Got The Keys,DJ Khaled Featuring JAY-Z & Future,Jay-Z and Friends
4/28/18,2018,94,Top Off,"DJ Khaled Featuring JAY-Z, Future & B",Jay-Z and Friends
4/21/18,2018,90,Top Off,"DJ Khaled Featuring JAY-Z, Future & B",Jay-Z and Friends
4/14/18,2018,70,Top Off,"DJ Khaled Featuring JAY-Z, Future & B",Jay-Z and Friends
4/7/18,2018,66,Top Off,"DJ Khaled Featuring JAY-Z, Future & B",Jay-Z and Friends
3/31/18,2018,62,Top Off,"DJ Khaled Featuring JAY-Z, Future & B",Jay-Z and Friends
3/24/18,2018,49,Top Off,"DJ Khaled Featuring JAY-Z, Future & B",Jay-Z and Friends
3/17/18,2018,22,Top Off,"DJ Khaled Featuring JAY-Z, Future & B",Jay-Z and Friends
7/28/18,2018,100,Talk Up,Drake Featuring JAY-Z,Jay-Z and Friends
7/21/18,2018,58,Talk Up,Drake Featuring JAY-Z,Jay-Z and Friends
7/14/18,2018,20,Talk Up,Drake Featuring JAY-Z,Jay-Z and Friends
12/28/13,2013,98,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
12/21/13,2013,94,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
12/14/13,2013,98,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
11/30/13,2013,96,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
11/16/13,2013,99,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
11/9/13,2013,89,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
11/2/13,2013,86,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
10/26/13,2013,92,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
10/19/13,2013,87,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
10/12/13,2013,65,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Jay-Z and Friends
1/6/18,2018,93,Walk On Water,Eminem Featuring Beyonce,Beyonce and Friends
12/16/17,2017,79,Walk On Water,Eminem Featuring Beyonce,Beyonce and Friends
12/9/17,2017,55,Walk On Water,Eminem Featuring Beyonce,Beyonce and Friends
12/2/17,2017,14,Walk On Water,Eminem Featuring Beyonce,Beyonce and Friends
8/27/16,2016,68,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
8/20/16,2016,65,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
8/13/16,2016,49,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
8/6/16,2016,46,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
7/30/16,2016,38,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
7/23/16,2016,33,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
7/16/16,2016,30,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
7/9/16,2016,34,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
7/2/16,2016,31,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
6/25/16,2016,29,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
6/18/16,2016,27,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
6/11/16,2016,38,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
6/4/16,2016,51,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
5/28/16,2016,52,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
5/21/16,2016,77,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
5/14/16,2016,68,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
5/7/16,2016,65,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
4/30/16,2016,69,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
4/23/16,2016,81,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
4/16/16,2016,91,All The Way Up,"Fat Joe, Remy Ma & JAY-Z Featuring French Montana & Infared",Jay-Z and Friends
6/28/97,1997,75,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
6/21/97,1997,63,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
6/14/97,1997,53,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
6/7/97,1997,42,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
5/31/97,1997,34,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
5/24/97,1997,29,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
5/17/97,1997,19,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
5/10/97,1997,15,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
5/3/97,1997,12,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
4/26/97,1997,11,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
4/19/97,1997,8,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
4/12/97,1997,7,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
4/5/97,1997,8,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
3/29/97,1997,9,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
3/22/97,1997,16,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
3/15/97,1997,77,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
3/8/97,1997,99,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
3/1/97,1997,95,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
2/22/97,1997,89,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
2/15/97,1997,78,I'll Be,Foxy Brown Featuring Jay-Z,Jay-Z and Friends
3/8/03,2003,97,What We Do,Freeway Featuring Jay-Z & Beanie Sigel,Jay-Z and Friends
2/8/03,2003,99,What We Do,Freeway Featuring Jay-Z & Beanie Sigel,Jay-Z and Friends
2/3/18,2018,44,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
1/27/18,2018,39,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
1/20/18,2018,35,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
1/13/18,2018,30,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
1/6/18,2018,32,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
12/30/17,2017,20,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
12/23/17,2017,18,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
12/16/17,2017,13,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
12/9/17,2017,12,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
12/2/17,2017,10,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
11/25/17,2017,10,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
11/18/17,2017,9,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
11/11/17,2017,8,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
11/4/17,2017,6,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
10/28/17,2017,6,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
10/21/17,2017,3,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
10/14/17,2017,21,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
10/7/17,2017,19,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
9/30/17,2017,19,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
9/23/17,2017,22,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
9/16/17,2017,23,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
9/9/17,2017,24,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
9/2/17,2017,21,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
8/26/17,2017,23,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
8/19/17,2017,28,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
8/12/17,2017,30,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
8/5/17,2017,42,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
7/29/17,2017,53,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
7/22/17,2017,70,Mi Gente,J Balvin & Willy William Featuring Beyonce,Beyonce and Friends
8/12/17,2017,95,The Story Of O.J.,JAY-Z,Jay-Z
8/5/17,2017,72,The Story Of O.J.,JAY-Z,Jay-Z
8/5/17,2017,61,4:44,JAY-Z,Jay-Z
7/29/17,2017,35,4:44,JAY-Z,Jay-Z
7/29/17,2017,55,Kill Jay Z,JAY-Z,Jay-Z
7/29/17,2017,23,The Story Of O.J.,JAY-Z,Jay-Z
7/29/17,2017,86,Moonlight,JAY-Z,Jay-Z
7/29/17,2017,90,Marcy Me,JAY-Z,Jay-Z
12/7/13,2013,57,Tom Ford,JAY-Z,Jay-Z
11/30/13,2013,65,Tom Ford,JAY-Z,Jay-Z
11/23/13,2013,71,Tom Ford,JAY-Z,Jay-Z
11/16/13,2013,66,Tom Ford,JAY-Z,Jay-Z
11/9/13,2013,66,Tom Ford,JAY-Z,Jay-Z
11/2/13,2013,64,Tom Ford,JAY-Z,Jay-Z
10/26/13,2013,69,Tom Ford,JAY-Z,Jay-Z
10/19/13,2013,70,Tom Ford,JAY-Z,Jay-Z
10/12/13,2013,72,Tom Ford,JAY-Z,Jay-Z
10/5/13,2013,72,Tom Ford,JAY-Z,Jay-Z
9/28/13,2013,73,Tom Ford,JAY-Z,Jay-Z
9/21/13,2013,74,Tom Ford,JAY-Z,Jay-Z
9/14/13,2013,77,Tom Ford,JAY-Z,Jay-Z
9/7/13,2013,75,Tom Ford,JAY-Z,Jay-Z
8/31/13,2013,77,Tom Ford,JAY-Z,Jay-Z
8/24/13,2013,76,Tom Ford,JAY-Z,Jay-Z
8/17/13,2013,77,Tom Ford,JAY-Z,Jay-Z
8/10/13,2013,78,Tom Ford,JAY-Z,Jay-Z
8/3/13,2013,60,Tom Ford,JAY-Z,Jay-Z
7/27/13,2013,91,Picasso Baby,JAY-Z,Jay-Z
7/27/13,2013,39,Tom Ford,JAY-Z,Jay-Z
7/27/13,2013,100,Crown,JAY-Z,Jay-Z
8/22/09,2009,97,D.O.A. (Death Of Auto-Tune),JAY-Z,Jay-Z
8/15/09,2009,86,D.O.A. (Death Of Auto-Tune),JAY-Z,Jay-Z
8/8/09,2009,77,D.O.A. (Death Of Auto-Tune),JAY-Z,Jay-Z
8/1/09,2009,68,D.O.A. (Death Of Auto-Tune),JAY-Z,Jay-Z
7/25/09,2009,65,D.O.A. (Death Of Auto-Tune),JAY-Z,Jay-Z
7/18/09,2009,43,D.O.A. (Death Of Auto-Tune),JAY-Z,Jay-Z
7/11/09,2009,24,D.O.A. (Death Of Auto-Tune),JAY-Z,Jay-Z
12/29/07,2007,86,Roc Boys (And The Winner Is)...,JAY-Z,Jay-Z
12/22/07,2007,68,Roc Boys (And The Winner Is)...,JAY-Z,Jay-Z
12/15/07,2007,63,Roc Boys (And The Winner Is)...,JAY-Z,Jay-Z
12/8/07,2007,64,Roc Boys (And The Winner Is)...,JAY-Z,Jay-Z
12/1/07,2007,64,Roc Boys (And The Winner Is)...,JAY-Z,Jay-Z
11/24/07,2007,77,Roc Boys (And The Winner Is)...,JAY-Z,Jay-Z
11/17/07,2007,90,Roc Boys (And The Winner Is)...,JAY-Z,Jay-Z
11/17/07,2007,95,Blue Magic,JAY-Z,Jay-Z
11/10/07,2007,77,Blue Magic,JAY-Z,Jay-Z
11/3/07,2007,99,Blue Magic,JAY-Z,Jay-Z
10/27/07,2007,88,Blue Magic,JAY-Z,Jay-Z
