WeekID,Year,Week Position,Song,Performer,Performer Group
5/21/16,2016,37,Don't Hurt Yourself,Beyonce Featuring Jack White,Beyonce and Friends
5/14/16,2016,28,Don't Hurt Yourself,Beyonce Featuring Jack White,Beyonce and Friends
5/14/16,2016,63,Forward,Beyonce Featuring James Blake,Beyonce and Friends
5/17/14,2014,51,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
5/10/14,2014,42,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
5/3/14,2014,37,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
4/26/14,2014,27,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
4/19/14,2014,17,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
4/12/14,2014,11,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
4/5/14,2014,10,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
3/29/14,2014,8,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
3/22/14,2014,7,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
3/15/14,2014,7,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
3/8/14,2014,5,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
3/1/14,2014,5,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
2/22/14,2014,8,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
2/15/14,2014,2,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
2/8/14,2014,13,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
2/1/14,2014,12,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
1/25/14,2014,16,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
1/18/14,2014,15,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
1/11/14,2014,17,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
1/4/14,2014,12,Drunk In Love,Beyonce Featuring JAY-Z,Bey and Jay
5/12/07,2007,96,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
5/5/07,2007,89,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
4/28/07,2007,85,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
4/21/07,2007,76,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
4/14/07,2007,80,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
3/31/07,2007,93,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
3/24/07,2007,98,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
2/10/07,2007,89,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
1/27/07,2007,95,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
1/20/07,2007,94,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
1/6/07,2007,78,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
12/30/06,2006,74,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
12/23/06,2006,59,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
12/16/06,2006,64,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
12/9/06,2006,78,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
12/2/06,2006,84,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
11/25/06,2006,86,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
11/18/06,2006,92,Upgrade U,Beyonce Featuring JAY-Z,Bey and Jay
10/21/06,2006,99,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
10/14/06,2006,82,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
10/7/06,2006,57,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
9/30/06,2006,42,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
9/23/06,2006,31,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
9/16/06,2006,29,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
9/9/06,2006,22,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
9/2/06,2006,15,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
8/26/06,2006,12,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
8/19/06,2006,6,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
8/12/06,2006,4,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
8/5/06,2006,32,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
7/29/06,2006,30,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
7/22/06,2006,34,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
7/15/06,2006,33,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
7/8/06,2006,37,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
7/1/06,2006,44,Deja Vu,Beyonce Featuring JAY-Z,Bey and Jay
11/22/03,2003,46,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
11/15/03,2003,44,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
11/8/03,2003,26,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
11/1/03,2003,26,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
10/25/03,2003,23,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
10/18/03,2003,19,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
10/11/03,2003,14,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
10/4/03,2003,11,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
9/27/03,2003,8,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
9/20/03,2003,7,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
9/13/03,2003,3,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
9/6/03,2003,2,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
8/30/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
8/23/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
8/16/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
8/9/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
8/2/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
7/26/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
7/19/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
7/12/03,2003,1,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
7/5/03,2003,3,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
6/28/03,2003,6,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
6/21/03,2003,7,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
6/14/03,2003,8,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
6/7/03,2003,13,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
5/31/03,2003,27,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
5/24/03,2003,58,Crazy In Love,Beyonce Featuring JAY-Z,Bey and Jay
5/21/16,2016,65,Freedom,Beyonce Featuring Kendrick Lamar,Beyonce and Friends
5/14/16,2016,35,Freedom,Beyonce Featuring Kendrick Lamar,Beyonce and Friends
1/9/10,2010,98,Video Phone,Beyonce Featuring Lady Gaga,Beyonce and Friends
1/2/10,2010,100,Video Phone,Beyonce Featuring Lady Gaga,Beyonce and Friends
12/26/09,2009,97,Video Phone,Beyonce Featuring Lady Gaga,Beyonce and Friends
12/19/09,2009,81,Video Phone,Beyonce Featuring Lady Gaga,Beyonce and Friends
12/12/09,2009,65,Video Phone,Beyonce Featuring Lady Gaga,Beyonce and Friends
2/21/15,2015,97,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
2/14/15,2015,100,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
2/7/15,2015,100,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
1/31/15,2015,93,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
1/24/15,2015,88,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
1/17/15,2015,81,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
1/10/15,2015,75,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
1/3/15,2015,89,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
12/27/14,2014,75,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
12/20/14,2014,67,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
12/13/14,2014,41,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
11/8/14,2014,83,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
11/1/14,2014,77,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
10/25/14,2014,76,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
10/18/14,2014,85,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
10/11/14,2014,81,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
10/4/14,2014,87,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
9/27/14,2014,84,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
9/20/14,2014,87,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
9/13/14,2014,82,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce and Friends
2/28/04,2004,47,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
2/21/04,2004,43,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
2/14/04,2004,38,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
2/7/04,2004,37,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
1/31/04,2004,22,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
1/24/04,2004,17,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
1/17/04,2004,14,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
1/10/04,2004,14,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
1/3/04,2004,13,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
12/27/03,2003,12,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
12/20/03,2003,11,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
12/13/03,2003,5,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
12/6/03,2003,3,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
11/29/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
11/22/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
11/15/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
11/8/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
11/1/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
10/25/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
10/18/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
10/11/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
10/4/03,2003,1,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
9/27/03,2003,2,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
9/20/03,2003,2,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
9/13/03,2003,4,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
9/6/03,2003,9,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
8/30/03,2003,12,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
8/23/03,2003,29,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
8/16/03,2003,57,Baby Boy,Beyonce Featuring Sean Paul,Beyonce and Friends
5/27/06,2006,48,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
5/20/06,2006,43,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
5/13/06,2006,36,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
5/6/06,2006,35,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
4/29/06,2006,27,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
4/22/06,2006,19,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
4/15/06,2006,15,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
4/8/06,2006,12,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
4/1/06,2006,10,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
3/25/06,2006,8,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
3/18/06,2006,5,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
3/11/06,2006,2,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
3/4/06,2006,1,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
2/25/06,2006,1,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
2/18/06,2006,1,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
2/11/06,2006,1,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
2/4/06,2006,1,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
1/28/06,2006,2,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
1/21/06,2006,3,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
1/14/06,2006,10,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
1/7/06,2006,7,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
12/31/05,2005,8,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
12/24/05,2005,18,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
12/17/05,2005,21,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
12/10/05,2005,27,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
12/3/05,2005,34,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
11/26/05,2005,55,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
11/19/05,2005,72,Check On It,Beyonce Featuring Slim Thug,Beyonce and Friends
5/28/16,2016,82,6 Inch,Beyonce Featuring The Weeknd,Beyonce and Friends
5/21/16,2016,28,6 Inch,Beyonce Featuring The Weeknd,Beyonce and Friends
5/14/16,2016,18,6 Inch,Beyonce Featuring The Weeknd,Beyonce and Friends
1/24/98,1998,99,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
1/17/98,1998,98,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
1/10/98,1998,94,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
1/3/98,1998,90,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
12/27/97,1997,87,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
12/20/97,1997,78,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
12/13/97,1997,65,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
12/6/97,1997,65,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
11/29/97,1997,69,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
11/22/97,1997,88,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
11/15/97,1997,88,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
11/8/97,1997,88,All Of My Days,Changing Faces (Featuring Jay-Z),Jay-Z and Friends
3/7/09,2009,83,Lost!,Coldplay With Jay-Z,Jay-Z and Friends
2/28/09,2009,40,Lost!,Coldplay With Jay-Z,Jay-Z and Friends
12/13/08,2008,87,Lost!,Coldplay With Jay-Z,Jay-Z and Friends
11/29/08,2008,95,Lost!,Coldplay With Jay-Z,Jay-Z and Friends
7/5/08,2008,94,Lost!,Coldplay With Jay-Z,Jay-Z and Friends
10/8/05,2005,37,Cater 2 U,Destiny's Child,Destiny's Child
10/1/05,2005,37,Cater 2 U,Destiny's Child,Destiny's Child
9/24/05,2005,29,Cater 2 U,Destiny's Child,Destiny's Child
9/17/05,2005,26,Cater 2 U,Destiny's Child,Destiny's Child
9/10/05,2005,20,Cater 2 U,Destiny's Child,Destiny's Child
9/3/05,2005,19,Cater 2 U,Destiny's Child,Destiny's Child
8/27/05,2005,17,Cater 2 U,Destiny's Child,Destiny's Child
8/20/05,2005,18,Cater 2 U,Destiny's Child,Destiny's Child
8/13/05,2005,14,Cater 2 U,Destiny's Child,Destiny's Child
8/13/05,2005,95,Girl,Destiny's Child,Destiny's Child
8/6/05,2005,19,Cater 2 U,Destiny's Child,Destiny's Child
7/30/05,2005,22,Cater 2 U,Destiny's Child,Destiny's Child
7/30/05,2005,90,Girl,Destiny's Child,Destiny's Child
7/23/05,2005,27,Cater 2 U,Destiny's Child,Destiny's Child
7/23/05,2005,80,Girl,Destiny's Child,Destiny's Child
7/16/05,2005,37,Cater 2 U,Destiny's Child,Destiny's Child
7/16/05,2005,79,Girl,Destiny's Child,Destiny's Child
7/9/05,2005,38,Cater 2 U,Destiny's Child,Destiny's Child
7/9/05,2005,78,Girl,Destiny's Child,Destiny's Child
7/2/05,2005,45,Cater 2 U,Destiny's Child,Destiny's Child
7/2/05,2005,65,Girl,Destiny's Child,Destiny's Child
6/25/05,2005,60,Cater 2 U,Destiny's Child,Destiny's Child
6/25/05,2005,67,Girl,Destiny's Child,Destiny's Child
6/18/05,2005,71,Cater 2 U,Destiny's Child,Destiny's Child
6/18/05,2005,49,Girl,Destiny's Child,Destiny's Child
6/11/05,2005,45,Girl,Destiny's Child,Destiny's Child
6/11/05,2005,89,Cater 2 U,Destiny's Child,Destiny's Child
6/4/05,2005,82,Cater 2 U,Destiny's Child,Destiny's Child
6/4/05,2005,28,Girl,Destiny's Child,Destiny's Child
5/28/05,2005,83,Cater 2 U,Destiny's Child,Destiny's Child
5/28/05,2005,23,Girl,Destiny's Child,Destiny's Child
5/21/05,2005,93,Cater 2 U,Destiny's Child,Destiny's Child
5/21/05,2005,25,Girl,Destiny's Child,Destiny's Child
5/14/05,2005,91,Cater 2 U,Destiny's Child,Destiny's Child
5/14/05,2005,26,Girl,Destiny's Child,Destiny's Child
5/7/05,2005,90,Cater 2 U,Destiny's Child,Destiny's Child
5/7/05,2005,37,Girl,Destiny's Child,Destiny's Child
4/30/05,2005,95,Cater 2 U,Destiny's Child,Destiny's Child
4/30/05,2005,37,Girl,Destiny's Child,Destiny's Child
4/23/05,2005,50,Girl,Destiny's Child,Destiny's Child
4/16/05,2005,58,Girl,Destiny's Child,Destiny's Child
4/9/05,2005,71,Girl,Destiny's Child,Destiny's Child
4/2/05,2005,90,Girl,Destiny's Child,Destiny's Child
2/26/05,2005,43,Lose My Breath,Destiny's Child,Destiny's Child
2/19/05,2005,38,Lose My Breath,Destiny's Child,Destiny's Child
2/12/05,2005,29,Lose My Breath,Destiny's Child,Destiny's Child
2/5/05,2005,27,Lose My Breath,Destiny's Child,Destiny's Child
1/29/05,2005,21,Lose My Breath,Destiny's Child,Destiny's Child
1/22/05,2005,16,Lose My Breath,Destiny's Child,Destiny's Child
1/15/05,2005,13,Lose My Breath,Destiny's Child,Destiny's Child
1/8/05,2005,10,Lose My Breath,Destiny's Child,Destiny's Child
1/1/05,2005,9,Lose My Breath,Destiny's Child,Destiny's Child
12/25/04,2004,9,Lose My Breath,Destiny's Child,Destiny's Child
12/18/04,2004,6,Lose My Breath,Destiny's Child,Destiny's Child
12/11/04,2004,5,Lose My Breath,Destiny's Child,Destiny's Child
12/4/04,2004,4,Lose My Breath,Destiny's Child,Destiny's Child
11/27/04,2004,3,Lose My Breath,Destiny's Child,Destiny's Child
11/20/04,2004,3,Lose My Breath,Destiny's Child,Destiny's Child
11/13/04,2004,4,Lose My Breath,Destiny's Child,Destiny's Child
11/6/04,2004,3,Lose My Breath,Destiny's Child,Destiny's Child
10/30/04,2004,3,Lose My Breath,Destiny's Child,Destiny's Child
10/23/04,2004,4,Lose My Breath,Destiny's Child,Destiny's Child
10/16/04,2004,5,Lose My Breath,Destiny's Child,Destiny's Child
10/9/04,2004,7,Lose My Breath,Destiny's Child,Destiny's Child
10/2/04,2004,12,Lose My Breath,Destiny's Child,Destiny's Child
9/25/04,2004,30,Lose My Breath,Destiny's Child,Destiny's Child
2/9/02,2002,85,Emotion,Destiny's Child,Destiny's Child
2/2/02,2002,76,Emotion,Destiny's Child,Destiny's Child
1/26/02,2002,55,Emotion,Destiny's Child,Destiny's Child
1/19/02,2002,37,Emotion,Destiny's Child,Destiny's Child
1/12/02,2002,36,Emotion,Destiny's Child,Destiny's Child
1/5/02,2002,32,Emotion,Destiny's Child,Destiny's Child
12/29/01,2001,29,Emotion,Destiny's Child,Destiny's Child
12/22/01,2001,21,Emotion,Destiny's Child,Destiny's Child
12/15/01,2001,14,Emotion,Destiny's Child,Destiny's Child
12/8/01,2001,13,Emotion,Destiny's Child,Destiny's Child
12/1/01,2001,10,Emotion,Destiny's Child,Destiny's Child
11/24/01,2001,12,Emotion,Destiny's Child,Destiny's Child
11/17/01,2001,12,Emotion,Destiny's Child,Destiny's Child
11/10/01,2001,14,Emotion,Destiny's Child,Destiny's Child
11/3/01,2001,22,Emotion,Destiny's Child,Destiny's Child
10/27/01,2001,23,Emotion,Destiny's Child,Destiny's Child
10/20/01,2001,31,Emotion,Destiny's Child,Destiny's Child
10/13/01,2001,98,Bootylicious,Destiny's Child,Destiny's Child
10/13/01,2001,37,Emotion,Destiny's Child,Destiny's Child
10/6/01,2001,90,Bootylicious,Destiny's Child,Destiny's Child
10/6/01,2001,56,Emotion,Destiny's Child,Destiny's Child
9/29/01,2001,83,Bootylicious,Destiny's Child,Destiny's Child
9/29/01,2001,65,Emotion,Destiny's Child,Destiny's Child
9/22/01,2001,62,Bootylicious,Destiny's Child,Destiny's Child
9/15/01,2001,50,Bootylicious,Destiny's Child,Destiny's Child
9/8/01,2001,37,Bootylicious,Destiny's Child,Destiny's Child
9/1/01,2001,24,Bootylicious,Destiny's Child,Destiny's Child
8/25/01,2001,13,Bootylicious,Destiny's Child,Destiny's Child
8/18/01,2001,5,Bootylicious,Destiny's Child,Destiny's Child
8/11/01,2001,1,Bootylicious,Destiny's Child,Destiny's Child
8/4/01,2001,1,Bootylicious,Destiny's Child,Destiny's Child
7/28/01,2001,7,Bootylicious,Destiny's Child,Destiny's Child
7/28/01,2001,86,Survivor,Destiny's Child,Destiny's Child
7/21/01,2001,80,Survivor,Destiny's Child,Destiny's Child
7/21/01,2001,8,Bootylicious,Destiny's Child,Destiny's Child
7/14/01,2001,70,Survivor,Destiny's Child,Destiny's Child
7/14/01,2001,8,Bootylicious,Destiny's Child,Destiny's Child
7/7/01,2001,12,Bootylicious,Destiny's Child,Destiny's Child
7/7/01,2001,61,Survivor,Destiny's Child,Destiny's Child
6/30/01,2001,36,Survivor,Destiny's Child,Destiny's Child
6/30/01,2001,20,Bootylicious,Destiny's Child,Destiny's Child
6/23/01,2001,21,Bootylicious,Destiny's Child,Destiny's Child
6/23/01,2001,20,Survivor,Destiny's Child,Destiny's Child
6/16/01,2001,13,Survivor,Destiny's Child,Destiny's Child
6/16/01,2001,44,Bootylicious,Destiny's Child,Destiny's Child
6/9/01,2001,66,Bootylicious,Destiny's Child,Destiny's Child
6/9/01,2001,6,Survivor,Destiny's Child,Destiny's Child
6/2/01,2001,3,Survivor,Destiny's Child,Destiny's Child
5/26/01,2001,2,Survivor,Destiny's Child,Destiny's Child
5/19/01,2001,2,Survivor,Destiny's Child,Destiny's Child
5/12/01,2001,2,Survivor,Destiny's Child,Destiny's Child
5/5/01,2001,2,Survivor,Destiny's Child,Destiny's Child
4/28/01,2001,2,Survivor,Destiny's Child,Destiny's Child
4/21/01,2001,2,Survivor,Destiny's Child,Destiny's Child
4/14/01,2001,2,Survivor,Destiny's Child,Destiny's Child
4/7/01,2001,4,Survivor,Destiny's Child,Destiny's Child
3/31/01,2001,7,Survivor,Destiny's Child,Destiny's Child
3/31/01,2001,31,Independent Women Part I,Destiny's Child,Destiny's Child
3/24/01,2001,17,Survivor,Destiny's Child,Destiny's Child
3/24/01,2001,29,Independent Women Part I,Destiny's Child,Destiny's Child
3/17/01,2001,43,Survivor,Destiny's Child,Destiny's Child
3/17/01,2001,22,Independent Women Part I,Destiny's Child,Destiny's Child
3/10/01,2001,15,Independent Women Part I,Destiny's Child,Destiny's Child
3/3/01,2001,12,Independent Women Part I,Destiny's Child,Destiny's Child
2/24/01,2001,10,Independent Women Part I,Destiny's Child,Destiny's Child
2/17/01,2001,7,Independent Women Part I,Destiny's Child,Destiny's Child
2/10/01,2001,3,Independent Women Part I,Destiny's Child,Destiny's Child
2/3/01,2001,2,Independent Women Part I,Destiny's Child,Destiny's Child
1/27/01,2001,1,Independent Women Part I,Destiny's Child,Destiny's Child
1/20/01,2001,1,Independent Women Part I,Destiny's Child,Destiny's Child
1/13/01,2001,1,Independent Women Part I,Destiny's Child,Destiny's Child
1/6/01,2001,1,Independent Women Part I,Destiny's Child,Destiny's Child
12/30/00,2000,1,Independent Women Part I,Destiny's Child,Destiny's Child
12/23/00,2000,1,Independent Women Part I,Destiny's Child,Destiny's Child
12/16/00,2000,39,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
12/16/00,2000,1,Independent Women Part I,Destiny's Child,Destiny's Child
12/9/00,2000,1,Independent Women Part I,Destiny's Child,Destiny's Child
12/9/00,2000,35,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
12/2/00,2000,1,Independent Women Part I,Destiny's Child,Destiny's Child
12/2/00,2000,30,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
11/25/00,2000,24,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
11/25/00,2000,1,Independent Women Part I,Destiny's Child,Destiny's Child
11/18/00,2000,15,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
11/18/00,2000,1,Independent Women Part I,Destiny's Child,Destiny's Child
11/11/00,2000,5,Independent Women Part I,Destiny's Child,Destiny's Child
11/11/00,2000,10,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
11/4/00,2000,8,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
11/4/00,2000,7,Independent Women Part I,Destiny's Child,Destiny's Child
10/28/00,2000,6,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
10/28/00,2000,15,Independent Women Part I,Destiny's Child,Destiny's Child
10/21/00,2000,23,Independent Women Part I,Destiny's Child,Destiny's Child
10/21/00,2000,7,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
10/14/00,2000,6,"Jumpin', Jumpin'",Destiny's Child,Destiny's Child
